"id","이름_한글","이름_영문","도수구간","최소도수","최대도수","스타일","베이스","맛단계","잔","계절","재료_원문","재료_목록","맛","분위기","제조단계수","제조순서","제조단계_출처","추천수","어려워요수","북마크수","유래","이미지_URL","잔이미지_URL","등록일","수정일","v2_bases","v2_abv","v2_abvBand","taste_sweet","taste_sour","taste_bitter","taste_boozy","taste_body","taste_fizz","flavor_citrus","flavor_tropical","flavor_berry_red","flavor_stone_orchard","flavor_herbal","flavor_mint","flavor_floral","flavor_spice","flavor_coffee_choco","flavor_creamy_nutty","flavor_oak_caramel","flavor_smoky","flavor_anise","flavor_savory","occasion_aperitif","occasion_with_meal","occasion_dessert","occasion_party","occasion_refresh","occasion_slow_sip","occasion_brunch","approachability","familiarity","complexity","polarizing","serve","allergens","recipeStatus","source","유래_출처","recipeSourceUrl","diffords_대조"
"84","좀비","Zombie","강함","25","30","스트롱","럼","","허리케인","여름","다크 럼 45ml (1½ oz), 골드 럼 45ml (1½ oz), 151 프루프 럼 30ml (1 oz), 라임 주스 20ml (⅔ oz), 팔레넘 시럽 15ml (½ oz), 그레나딘 1tsp, 돈 비치의 믹스 15ml (½ oz), 앙고스투라 비터스 1 dash, 페르노 6 drops","","열대과일, 매우 강함, 스파이시, 복합적인","파티, 강렬한, 열대, 위험한","4","1. 셰이커에 얼음을 가득 채운다. / 2. 다크 럼 45ml (1½ oz), 골드 럼 45ml (1½ oz), 151 프루프 럼 30ml (1 oz), 라임 주스 20ml (⅔ oz), 팔레넘 시럽 15ml (½ oz), 그레나딘 1tsp, 돈 비치의 믹스 15ml (½ oz), 앙고스투라 비터스 1 dash, 페르노 6 drops를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 허리케인 잔에 크러시드 아이스를 가득 넣는다. 그 위에 걸러 따른다.","AUTO","0","0","1","1934년 할리우드의 돈 더 비치콤버(Don the Beachcomber) 바에서 돈 비치(Donn Beach)가 창작. 숙취에 시달리던 손님을 위해 만들었는데, 며칠 후 그가 와서 ""이 술 때문에 좀비가 된 것 같았다""고 말한 데서 유래. 여러 종류의 럼과 높은 도수의 151 럼이 들어가 매우 강하지만, 과일 맛에 가려져 있어 위험한 칵테일로 유명.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Zombie.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_hurricane.webp","2026-01-12 17:55:00.573515","2026-01-12 17:55:00.573515","rum|liqueur","28","3","4","3","2","4","4","0","3","4","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","0","0","3","4","4","0","long","","verified","existing","","","기존 105 (원본 유지)"
"85","베스퍼","Vesper","강함","33","35","클래식","진, 보드카","","마티니","사계절","진 45ml (1½ oz), 보드카 15ml (½ oz), 릴레 블랑 7.5ml (¼  oz), 레몬 필","","드라이, 시트러스, 강한, 허브","세련된, 클래식, 스파이, 강렬한","5","1. 셰이커에 얼음을 가득 채운다. / 2. 진 45ml (1½ oz), 보드카 15ml (½ oz), 릴레 블랑 7.5ml (¼ oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 미리 차갑게 식힌 마티니 잔에 걸러 따른다. / 5. 레몬 필로 장식한다.","AUTO","0","0","1","이언 플레밍의 첫 번째 007 소설 '카지노 로얄'(1953)에서 제임스 본드가 직접 주문하여 탄생한 칵테일. 이름은 본드가 사랑했던 이중 스파이 '베스퍼 린드'의 이름을 따서 지음. ""젓지 말고 흔들어서""라는 대사와는 달리, 소설 속에서 본드는 이 칵테일을 흔들어 달라고 주문함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Vesper.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_martini.webp","2026-01-12 17:55:00.574747","2026-01-12 17:55:00.574747","gin|vodka|fortified","34","3","0","0","2","5","2","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","4","5","0","up","","verified","existing","","","기존 105 (원본 유지)"
"86","옐로 버드","Yellow Bird","보통","16","18","스탠다드","럼","","쿠페","여름","화이트 럼 30ml (1 oz), 갈리아노 15ml (½ oz), 트리플 섹 15ml (½ oz), 라임 주스 15ml (½ oz)","","바나나, 시트러스, 아니스, 열대과일","휴양지, 열대, 달콤한, 부드러운","4","1. 셰이커에 얼음을 가득 채운다. / 2. 화이트 럼 30ml (1 oz), 갈리아노 15ml (½ oz), 트리플 섹 15ml (½ oz), 라임 주스 15ml (½ oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 미리 차갑게 식힌 쿠페 잔에 걸러 따른다.","AUTO","0","0","0","1957년 동명의 유명한 아이티 노래 '옐로우 버드'에서 이름을 따온 칵테일. 카리브해의 정취를 담은 트로피컬 칵테일로, 레시피는 바에 따라 조금씩 차이가 있음. 허브 리큐르인 갈리아노가 들어가 바닐라와 아니스의 독특한 풍미를 더하는 것이 특징.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Yellow_Bird.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-01-12 17:55:00.576159","2026-01-12 17:55:00.576159","rum|liqueur","17","2","4","3","0","2","3","0","3","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","4","2","3","0","up","","verified","existing","","","기존 105 (원본 유지)"
"87","카르디날레","Cardinale","강함","26","28","스트롱","진","","록스","사계절","진  40ml (1⅓ oz), 캄파리 10ml (⅓ oz), 드라이 베르무트 20ml (⅔ oz), 레몬 제스트","","쌉쌀한, 드라이, 허브, 강한","식전, 클래식, 세련된, 강렬한","5","1. 셰이커에 얼음을 가득 채운다. / 2. 진 40ml (1⅓ oz), 캄파리 10ml (⅓ oz), 드라이 베르무트 20ml (⅔ oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 록스 잔에 크고 단단한 얼음 한 덩이를 넣는다. 그 위에 걸러 따른다. / 5. 레몬 제스트로 장식한다.","AUTO","0","0","0","1950년대 로마의 한 호텔 바에서 탄생한 칵테일. 네그로니의 스위트 베르무트를 드라이 베르무트로 바꾼 변형으로, 훨씬 더 쌉쌀하고 드라이한 맛이 특징. '추기경'이라는 이름은 칵테일의 붉은색이 추기경의 수단(법의) 색과 같다고 해서 붙여짐.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Cardinale.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-01-12 17:55:00.577509","2026-01-12 17:55:00.577509","gin|liqueur|fortified","27","3","1","1","4","4","2","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","1","4","0","rocks","","verified","existing","","","기존 105 (원본 유지)"
"88","콥스 리바이버 No.2","Corpse Reviver No,2","강함","26","28","스트롱","진","","쿠페","사계절","진 30ml (1 oz), 코앵트로 30ml (1 oz), 릴레 블랑 30ml (1 oz), 레몬 주스 30ml (1 oz), 압생트 1 dash, 오렌지 필 제스트","","아니스, 시트러스, 새콤달콤, 허브","해장, 독특한, 강렬한, 클래식","5","1. 셰이커에 얼음을 가득 채운다. / 2. 진 30ml (1 oz), 코앵트로 30ml (1 oz), 릴레 블랑 30ml (1 oz), 레몬 주스 30ml (1 oz), 압생트 1 dash를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 미리 차갑게 식힌 쿠페 잔에 걸러 따른다. / 5. 오렌지 필 제스트로 장식한다.","AUTO","0","0","0","죽은 자를 되살리는 자'라는 무시무시한 이름은 숙취 해소용 칵테일이라는 의미를 담고 있음. 여러 버전이 존재하지만, 해리 크래독이 '사보이 칵테일 북'에서 ""두 잔 이상 마시면 다시 시체가 된다""고 경고한 #2가 가장 유명. 네 가지 주재료가 동일 비율로 들어가며, 압생트의 향이 더해져 매우 독특하고 복합적인 맛을 냄.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Corpse_Reviver_No2.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-01-12 17:55:00.578762","2026-01-12 17:55:00.578762","gin|liqueur|fortified","27","3","3","4","1","3","2","0","5","0","0","0","2","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","2","3","3","4","0","up","","verified","existing","","","기존 105 (원본 유지)"
"89","돈스 스페셜 다이키리","Don's Special Daiquiri","보통","17","19","스탠다드","럼","","쿠페","여름","화이트 럼 30ml (1 oz), 다크 럼 130ml (1 oz), 라임 주스 15ml (½ oz), 꿀 시럽 15ml (½ oz), 패션프루트 시럽 15ml (½ oz)","","꿀, 패션프루트, 라임, 열대과일","열대, 퓨전, 독특한, 여름","4","1. 셰이커에 얼음을 가득 채운다. / 2. 화이트 럼 30ml (1 oz), 다크 럼 130ml (1 oz), 라임 주스 15ml (½ oz), 꿀 시럽 15ml (½ oz), 패션프루트 시럽 15ml (½ oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 미리 차갑게 식힌 쿠페 잔에 걸러 따른다.","AUTO","0","0","0","티키 칵테일의 아버지 '돈 비치'가 만든 다이키리의 변형. 일반적인 다이키리에 꿀과 패션프루트 시럽을 더해 더욱 복합적이고 열대적인 풍미를 강조. 두 종류의 럼을 사용하여 깊이를 더했으며, 티키 스타일의 창의성이 돋보이는 칵테일.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Dons_Special_Daiquiri.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-01-12 17:55:00.580079","2026-01-12 17:55:00.580079","rum","18","2","4","4","0","3","3","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","4","2","3","0","up","","verified","existing","","","기존 105 (원본 유지)"
"90","일레갈","Illegal","강함","25","27","스트롱","메스칼","","쿠페","사계절","메스칼 30ml (1 oz), 화이트 럼 15ml (½ oz), 팔레넘 시럽 15ml (½ oz), 룩사르도 마라스키노 1 tsp, 라임 주스 22.5ml (¾ oz), 설탕 시럽 15ml (½ oz), 계란 흰자 (선택)","","스모키, 라임, 꿀, 허브","독특한, 스모키, 멕시코, 모험적인","4","1. 셰이커에 메스칼 30ml (1 oz), 화이트 럼 15ml (½ oz), 팔레넘 시럽 15ml (½ oz), 룩사르도 마라스키노 1 tsp, 라임 주스 22.5ml (¾ oz), 설탕 시럽 15ml (½ oz), 계란 흰자 (선택)를 넣는다. / 2. 얼음 없이 먼저 15초간 흔든다. / 3. 얼음을 채우고 15초간 강하게 흔든다. / 4. 미리 차갑게 식힌 쿠페 잔에 걸러 따른다.","AUTO","0","0","1","메스칼의 스모키한 풍미를 중심으로 구성된 현대적인 사워 스타일 칵테일. '불법적인'이라는 이름은 금주법 시대를 연상시키거나, 메스칼의 강렬하고 중독적인 맛을 표현. 럼과 팔레넘 시럽이 더해져 티키 스타일의 느낌을 주면서도 메스칼의 개성을 잃지 않음.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Illegal.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-01-12 17:55:00.581312","2026-01-12 17:55:00.581312","mezcal|rum|liqueur","26","3","3","4","1","3","3","0","3","1","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","2","0","2","1","5","0","up","egg","verified","existing","","","기존 105 (원본 유지)"
"91","정글 버드","Jungle Bird","보통","12","15","스탠다드","럼","","록스","여름","다크 럼 45ml (1½ oz), 캄파리 22.5ml (¾ oz), 파인애플 주스 45ml (1½ oz), 라임 주스 15ml (½ oz), 설탕 시럽 15ml (½ oz)","","쌉쌀한, 파인애플, 열대, 복합적인","열대, 독특한, 휴양지, 여름","4","1. 셰이커에 얼음을 가득 채운다. / 2. 다크 럼 45ml (1½ oz), 캄파리 22.5ml (¾ oz), 파인애플 주스 45ml (1½ oz), 라임 주스 15ml (½ oz), 설탕 시럽 15ml (½ oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 록스 잔에 크고 단단한 얼음 한 덩이를 넣는다. 그 위에 걸러 따른다.","AUTO","0","0","0","1978년 말레이시아 쿠알라룸푸르 힐튼 호텔의 에이비어리 바(Aviary Bar)에서 만들어짐. 열대 칵테일에 캄파리의 쓴맛을 더한 독특한 조합으로, 티키 칵테일의 새로운 지평을 열었다고 평가받음. 이름은 호텔 바에서 창밖으로 보이던 새들에서 유래했으며, 달콤함 속의 쌉쌀한 맛이 매력적.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Jungle_Bird.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-01-12 17:55:00.582681","2026-01-12 17:55:00.582681","rum|liqueur","14","1","3","3","3","2","3","0","0","4","0","0","2","0","0","0","0","0","2","0","0","0","1","0","0","0","2","0","0","3","3","4","0","rocks","","verified","existing","","","기존 105 (원본 유지)"
"92","미셔너리즈 다운폴","Missionary's Downfall","보통","14","16","스탠다드","럼","","쿠페","여름","화이트 럼 30ml (1 oz), 피치 브랜디 15ml (½ oz), 꿀 시럽 30ml (1 oz), 라임 주스 30ml (1 oz), 파인애플 3-4조각, 민트잎 10장","","민트, 복숭아, 파인애플, 상큼한","열대, 상쾌한, 과일, 여름","3","1. 쿠페 잔에 민트잎 10장을 넣고 가볍게 으깬다. / 2. 화이트 럼 30ml (1 oz), 피치 브랜디 15ml (½ oz), 꿀 시럽 30ml (1 oz), 라임 주스 30ml (1 oz), 파인애플 3-4조각을 넣는다. / 3. 쿠페 잔에 얼음을 채운다.","AUTO","0","0","1","1937년 돈 비치(Donn Beach)가 만든 또 다른 클래식 티키 칵테일. '선교사의 몰락'이라는 도발적인 이름은 칵테일의 유혹적인 맛을 표현. 민트와 복숭아, 파인애플이 어우러져 매우 상쾌하고 향긋하며, 블렌더로 갈아 만드는 스무디 스타일.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Missionarys_Downfall.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-01-12 17:55:00.583909","2026-01-12 17:55:00.583909","rum|liqueur","15","2","4","4","0","1","2","0","3","3","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","4","2","3","0","up","","verified","existing","","","기존 105 (원본 유지)"
"93","페이퍼 플레인","Paper Plane","강함","26","28","스트롱","위스키","","쿠페","사계절","버번 위스키 30ml (1 oz), 아마로 노니노 30ml (1 oz), 아페롤 30ml (1 oz), 레몬 주스 30ml (1 oz)","","쌉쌀달콤, 오렌지, 레몬, 허브","균형감, 현대적인, 세련된, 식전","4","1. 셰이커에 얼음을 가득 채운다. / 2. 버번 위스키 30ml (1 oz), 아마로 노니노 30ml (1 oz), 아페롤 30ml (1 oz), 레몬 주스 30ml (1 oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 미리 차갑게 식힌 쿠페 잔에 걸러 따른다.","AUTO","0","0","3","2007년 시카고의 바텐더 샘 로스(Sam Ross)가 M.I.A.의 동명 노래에서 영감을 받아 창작. 라스트 워드의 변형으로, 네 가지 재료가 동일한 비율로 들어가는 것이 특징. 버번의 달콤함, 아마로의 쌉쌀함, 아페롤의 오렌지 풍미, 레몬의 상큼함이 완벽한 조화를 이룸.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Paper_Plane.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-01-12 17:55:00.585414","2026-01-12 17:55:00.585414","whiskey|liqueur","27","3","3","4","3","3","3","0","4","0","0","0","3","0","0","0","0","0","2","0","0","0","1","0","0","0","0","2","0","3","4","4","0","up","","verified","existing","","","기존 105 (원본 유지)"
"94","페니실린","Penicillin","보통","18","20","스페셜","위스키","","록스","겨울","블렌디드 스카치 위스키 60ml (2 oz), 레몬 주스 22.5ml (¾ oz), 꿀-생강 시럽 22.5ml (¾ oz), 싱글몰트 위스키 (라가불린 16년) 7.5ml (¼ oz)","","생강, 꿀, 레몬, 스모키","따뜻한, 스모키, 독특한, 겨울","4","1. 셰이커에 얼음을 가득 채운다. / 2. 블렌디드 스카치 위스키 60ml (2 oz), 레몬 주스 22.5ml (¾ oz), 꿀-생강 시럽 22.5ml (¾ oz), 싱글몰트 위스키 (라가불린 16년) 7.5ml (¼ oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 록스 잔에 크고 단단한 얼음 한 덩이를 넣는다. 그 위에 걸러 따른다.","AUTO","0","0","0","2005년 뉴욕의 바 '밀크 앤 허니'에서 샘 로스(Sam Ross)가 창작한 현대 클래식. '만병통치약'이라는 이름처럼 감기 기운이 있을 때 마시면 좋을 것 같은 따뜻하고 스파이시한 맛. 꿀과 생강의 조화 위에 마지막으로 피트한 싱글몰트 위스키를 띄워 스모키한 향을 더하는 것이 핵심.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Penicillin.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-01-12 17:55:00.586516","2026-01-12 17:55:00.586516","whiskey","19","2","3","3","0","3","3","0","3","0","0","0","0","0","0","4","0","0","2","4","0","0","0","0","0","0","0","3","0","3","2","4","0","rocks","","verified","existing","","","기존 105 (원본 유지)"
"95","피스코 펀치","Pisco Punch","보통","16","18","스탠다드","피스코","","쿠페","여름","피스코 60ml (2 oz), 파인애플 시럽 22.5ml (¾ oz), 설탕 시럽 15ml (½ oz), 라임 주스 15ml (½ oz), 정향 3개, 화이트 와인 30ml (1 oz)","","파인애플, 포도, 달콤, 상큼한","역사적인, 클래식, 과일, 여름","4","1. 셰이커에 얼음을 가득 채운다. / 2. 피스코 60ml (2 oz), 파인애플 시럽 22.5ml (¾ oz), 설탕 시럽 15ml (½ oz), 라임 주스 15ml (½ oz), 정향 3개, 화이트 와인 30ml (1 oz)를 넣는다. / 3. 15초간 강하게 흔든다. / 4. 미리 차갑게 식힌 쿠페 잔에 걸러 따른다.","AUTO","0","0","0","19세기 후반 샌프란시스코의 '뱅크 익스체인지 살롱'에서 던컨 니콜(Duncan Nicol)이 만든 전설적인 펀치. 당시 큰 인기를 끌었으나, 주재료인 파인애플 검(Gum) 시럽의 레시피가 비밀에 부쳐져 한동안 자취를 감춤. 피스코의 포도향과 파인애플의 달콤함이 어우러져 매우 매혹적이고 중독적인 맛을 냄.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pisco_Punch.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-01-12 17:55:00.587837","2026-01-12 17:55:00.587837","pisco","17","2","4","3","0","2","2","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","4","2","3","0","up","","verified","existing","","","기존 105 (원본 유지)"
